145 000 $,2 комнаты,1835 $ за м²,10 из 25,год постройки2016,монолитно-каркасные,79 / 35 / 12 м²,ул. Малевича (Василия Боженко),89
135 000 $,3 комнаты,1627 $ за м²,2 из 4,год постройки1936,кирпичные,83 / 33.5 / 35 м²,ул. Юрковская, 34а
50 000 $,1 комната,1316 $ за м²,10 из 18,*** not found ,*** not found ,38 / 14.1 / 7.5 м²,ул. Нагорная,
399 000 $,3 комнаты,2494 $ за м²,3 из 9,год постройки2005,монолитно-каркасные,160 / 98 / 14 м²,ул. Щекавицкая, 30/39
55 000 $,1 комната,1486 $ за м²,4 из 5,год постройки1959,кирпичные,37 / 19 / 9 м²,Жуковского пер.,
270 000 $,5 комнат,1362 $ за м²,7 из 16,год постройки2001,кирпичные,198.3 / 137 / 13 м²,ул. Павловская,18
337 000 $,3 комнаты,3120 $ за м²,12 из 27,год постройки2015,монолитно-каркасные,108 м²,ул. Маккейна (Ивана Кудри),7
170 000 $,4 комнаты,1133 $ за м²,16 из 17,год постройки1988,утепленная панель,150 / 106.5 / 15 м²,ул. Бальзака,6
85 000 $,3 комнаты,1181 $ за м²,4 из 9,год постройки1981,утепленная панель,72 м²,ул. Приозерная, 6а
279 000 $,4 комнаты,2131 $ за м²,5 из 5,год постройки1936,кирпичные,130.9 / 97.3 / 13.5 м²,ул. Институтская, 24/7
44 000 $,1 комната,1073 $ за м²,8 из 26,год постройки2019,монолитно-каркасные,41 / 14 / 14 м²,просп. Правды, 41а
170 000 $,1 комната,3208 $ за м²,4 из 26,год постройки2005,монолитно-каркасные,53 / 44 / 13 м²,ул. Коновальца (Щорса), 32в
88 000 $,1 комната,2047 $ за м²,3 из 24,*** not found ,<span>30 января</span>,43 / 16 / 12 м²,ул. Заречная,
41 500 $,2 комнаты,892 $ за м²,3 из 5,год постройки1965,панельные,46.5 / 29 / 6 м²,ул. Стражеско,7
70 000 $,2 комнаты,986 $ за м²,11 из 25,год постройки2018,кирпичные,71 / 34 / 11 м²,Харьковское ш.,190
119 900 $,2 комнаты,2141 $ за м²,18 из 24,*** not found ,<span>11 января</span>,56 / 29.25 / 10.6 м²,ул. Жилянская,
86 000 $,3 комнаты,729 $ за м²,12 из 23,год постройки2010,монолитно-каркасные,118 / 62.2 / 16 м²,ул. Бориспольская, 26з
138 000 $,3 комнаты,1725 $ за м²,25 из 26,год постройки2014,монолитно-каркасные,80 / 40 / 12 м²,ул. Воскресенская, 14д
240 000 $,2 комнаты,2824 $ за м²,4 из 8,год постройки2016,кирпичные,85 / 38 / 18 м²,ул. Дегтярная,19
149 500 $,3 комнаты,1438 $ за м²,11 из 16,год постройки2002,монолитно-каркасные,104 / 56 / 14 м²,ул. Семьи Праховых (Гайдара),27
1 999 600 грн,1 комната,33 177 грн за м²,1 из 4,*** not found ,<span>24 октября 2020 г.</span>,60.27 / 29.73 / 15.78 м²,ул. Богатырская,
67 999 $,2 комнаты,1438 $ за м²,8 из 9,*** not found ,панельные,47.3 / 30 / 7 м²,ул. Мурашко,
41 500 $,1 комната,1339 $ за м²,2 из 5,год постройки1963,панельные,31 / 16 / 6 м²,ул. Щусева,12
99 000 $,3 комнаты,1100 $ за м²,10 из 10,год постройки2005,монолитно-каркасные,90 / 47 / 13 м²,ул. Андрющенко, 4д
580 000 $,3 комнаты,5577 $ за м²,18 из 26,год постройки2016,монолитно-каркасные,104 / 65 / 25 м²,ул. Деловая (Георгия Димитрова), 1/2
75 000 $,1 комната,1630 $ за м²,7 из 19,год постройки2018,монолитно-каркасные,46 / 17 / 14 м²,просп. Победы (Брест-Литовский), 55/2
299 000 $,3 комнаты,2903 $ за м²,4 из 24,год постройки2015,монолитно-каркасные,103 / 48 / 14 м²,ул. Маккейна (Ивана Кудри),7
44 000 $,1 комната,1158 $ за м²,13 из 16,год постройки1985,утепленная панель,38 м²,ул. Драйзера,9
139 000 $,3 комнаты,1252 $ за м²,23 из 36,год постройки2007,монолитно-каркасные,111 / 66 / 17 м²,ул. Срибнокильская,1
150 000 $,3 комнаты,1667 $ за м²,26 из 26,год постройки2010,монолитно-каркасные,90 / 37.2 / 27.2 м²,ул. Туманяна, 15а
45 690 $,2 комнаты,819 $ за м²,9 из 16,*** not found ,<span>16 января</span>,55.8 / 26.5 / 9.7 м²,просп. Отрадный (Чубаря),
115 000 $,2 комнаты,1456 $ за м²,13 из 17,год постройки2014,монолитно-каркасные,79 / 35 / 30 м²,ул. Попова, 3/5
63 500 $,3 комнаты,858 $ за м²,8 из 10,*** not found ,<span>17 февраля</span>,74 / - / 13 м²,ул. Зелёная,
42 000 $,2 комнаты,913 $ за м²,9 из 9,год постройки1970,кирпичные,46 м²,ул. Курчатова,11
56 500 $,2 комнаты,1153 $ за м²,1 из 9,год постройки1975,*** not found ,49 / 29.5 / 6 м²,ул. Архипенко (Залки Мате), 4а
66 000 $,2 комнаты,868 $ за м²,1 из 25,год постройки2014,утепленная панель,76 / 36 / 16 м²,ул. Здолбуновская,13
103 000 $,3 комнаты,1000 $ за м²,21 из 22,год постройки2012,монолитно-каркасные,103 / 61 / 12 м²,ул. Градинская,11
63 000 $,1 комната,1355 $ за м²,13 из 26,год постройки2019,монолитно-каркасные,46.5 / 15.5 / 17.5 м²,Днепровская наб., 16г
228 000 $,3 комнаты,2073 $ за м²,8 из 10,*** not found ,*** not found ,110 / - / 30 м²,ул. Теремковская,
90 000 $,3 комнаты,1286 $ за м²,5 из 16,год постройки1974,кирпичные,70 / 46 / 7 м²,бульв. Украинки, 36б
87 000 $,3 комнаты,915 $ за м²,9 из 19,год постройки2019,монолитно-каркасные,95.09 / 52 / 18.7 м²,ул. Ушинского, 14а
62 000 $,3 комнаты,1033 $ за м²,1 из 9,год постройки1975,панельные,60 / 41 / 7 м²,Бондарский пер.,19
77 000 $,3 комнаты,828 $ за м²,4 из 16,год постройки2002,утепленная панель,93 / 46 / 12 м²,ул. Милославская, 31б
179 900 $,3 комнаты,1384 $ за м²,12 из 16,год постройки1998,кирпичные,130 / 68 / 18 м²,просп. Героев Сталинграда,22
49 000 $,1 комната,1960 $ за м²,2 из 4,год постройки2016,монолитно-каркасные,25 / 15 / 5 м²,ул. Практичная,2
105 900 $,1 комната,1925 $ за м²,22 из 26,год постройки2016,монолитно-каркасные,55 м²,ул. Герцена, 35а
500 000 $,3 комнаты,2924 $ за м²,3 из 8,год постройки2012,кирпичные,171 / 101 / 17 м²,ул. Тургеневская, 46/11
38 000 $,1 комната,884 $ за м²,15 из 25,*** not found ,<span>3 декабря 2020 г.</span>,43 / 15.4 / 9 м²,ул. Магнитогорская,
130 000 $,1 комната,2708 $ за м²,16 из 24,год постройки2008,монолитно-каркасные,48 / 18 / 14 м²,просп. Героев Сталинграда, 6а
230 000 $,3 комнаты,2644 $ за м²,4 из 9,год постройки2013,монолитно-каркасные,87 м²,ул. Полтавская,10
66 800 $,2 комнаты,1260 $ за м²,4 из 9,год постройки1969,панельные,53 / 34 / 8 м²,просп. Победы (Брест-Литовский),19
125 000 $,2 комнаты,1488 $ за м²,2 из 12,год постройки2020,кирпичные,84 / 54 / 11 м²,ул. Речная,
113 000 $,2 комнаты,2457 $ за м²,2 из 5,год постройки1913,кирпичные,46 / 27 / 7 м²,ул. Ярославская,31
93 000 $,1 комната,1788 $ за м²,10 из 15,год постройки2017,монолитно-каркасные,52 м²,ул. Демеевская,13
422 000 $,2 комнаты,4637 $ за м²,13 из 15,год постройки2017,монолитно-каркасные,91 / 68 / 18 м²,ул. Саперное Поле,3
80 500 $,2 комнаты,1238 $ за м²,26 из 13,год постройки2020,*** not found ,65 / 34 / 12 м²,ул. Каховская,
123 000 $,2 комнаты,1500 $ за м²,6 из 26,*** not found ,*** not found ,82 / - / 18 м²,ул. Бойчука (Киквидзе),
200 000 $,3 комнаты,2273 $ за м²,3 из 7,год постройки1954,кирпичные,88 / 60 / 10 м²,ул. Крещатик,21
52 000 $,2 комнаты,1268 $ за м²,5 из 5,*** not found ,панельные,41 / 25 / 7 м²,ул. Красноткацкая, 22б
360 000 $,5 комнат,2400 $ за м²,5 из 6,год постройки1936,кирпичные,150 / 120 / 15 м²,ул. Грушевского,9
102 000 $,2 комнаты,1397 $ за м²,23 из 25,год постройки2016,монолитно-каркасные,73 / 35 / 13 м²,ул. Драгоманова,2
77 000 $,3 комнаты,951 $ за м²,18 из 26,год постройки2018,монолитно-каркасные,81 / - / 12 м²,ул. Каховская,60
125 000 $,1 комната,2500 $ за м²,6 из 25,*** not found ,*** not found ,50 / 15 / 16 м²,ул. Антоновича (Горького),
84 000 $,1 комната,2270 $ за м²,10 из 16,год постройки2019,<span>8 октября 2020 г.</span>,37 м²,ул. Максимовича (Онуфрия Трутенко),
185 000 $,1 комната,3083 $ за м²,3 из 30,год постройки2014,монолитно-каркасные,60 / - / 20 м²,ул. Драгомирова,17
888 189 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,30 м²,ЖК POLARIS Home&Plaza,
45 142 $,2 комнаты,717 $ за м²,8 из 19,*** not found ,<span>3 февраля</span>,63 / 31 / 23 м²,Комфортна та сучасна,
980 000 $,5 комнат,4601 $ за м²,10 из 13,год постройки2003,кирпичные,213 / 150 / 40 м²,ул. Паторжинского,14
180 000 $,2 комнаты,2442 $ за м²,6 из 17,год постройки2009,монолитно-каркасные,73.7 / 41 / 13.4 м²,просп. Голосеевский (40-летия Октября), 30в
40 000 $,2 комнаты,887 $ за м²,2 из 5,год постройки1964,кирпичные,45.1 / 28.8 / 6.4 м²,Харьковское ш.,12
110 000 $,4 комнаты,1264 $ за м²,2 из 16,год постройки1986,утепленная панель,87 / 54 / 8.4 м²,ул. Иорданская (Гавро Лайоша), 9б
3 600 804 грн,2 комнаты,*** not found ,*** not found ,*** not found ,*** not found ,68 м²,ЖК Ярославов Град,
165 000 $,3 комнаты,1602 $ за м²,9 из 17,год постройки2011,монолитно-каркасные,103 / 60 / 25 м²,ул. Вильямса, 3а
92 550 $,2 комнаты,1157 $ за м²,23 из 26,*** not found ,*** not found ,79.97 / 34.01 / 24.86 м²,ул. Жмаченко,
80 000 $,4 комнаты,879 $ за м²,25 из 26,*** not found ,<span>26 ноября 2020 г.</span>,91 / 53.47 / 8 м²,ул. Радченко,
115 000 $,2 комнаты,1797 $ за м²,24 из 25,год постройки2018,монолитно-каркасные,64 / - / 13 м²,Ясиноватский пер.,10
4 335 178 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,61 м²,ЖК Бульвар Фонтанов,
155 000 $,2 комнаты,1649 $ за м²,7 из 25,*** not found ,<span>18 февраля 2020 г.</span>,94 / 36 / 30 м²,ул. Вышгородская,
220 000 $,3 комнаты,1982 $ за м²,4 из 17,год постройки2010,монолитно-каркасные,111 м²,ул. Вышгородская, 45а/3
95 000 $,2 комнаты,2065 $ за м²,3 из 24,год постройки2017,монолитно-каркасные,46 м²,ул. Герцена,35
115 000 $,1 комната,2875 $ за м²,15 из 24,год постройки2017,монолитно-каркасные,40 / 16 / 11 м²,ул. Предславинская,57
1 750 000 грн,2 комнаты,25 000 грн за м²,10 из 24,*** not found ,*** not found ,70 / 36.97 / 13 м²,ул. Вербицкого,
240 000 $,3 комнаты,2857 $ за м²,4 из 5,год постройки1955,кирпичные,84 / 55 / 9 м²,ул. Тарасовская, 2/21
1 158 740 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,53 м²,ЖК Olympic Park,
170 000 $,3 комнаты,2125 $ за м²,11 из 24,год постройки2018,монолитно-каркасные,80 / 37 / 17 м²,ул. Липковского (Урицкого), 33а
93 000 $,3 комнаты,1329 $ за м²,10 из 10,год постройки2014,монолитно-каркасные,70 / 40 / 12 м²,ул. Кирилловская (Фрунзе), 85/87а
145 000 $,2 комнаты,1058 $ за м²,1 из 3,*** not found ,<span>11 ноября 2020 г.</span>,137 / 80 / 15 м²,Маршака пер.,
47 211 $,1 комната,926 $ за м²,7 из 13,*** not found ,кирпичные,51 / 15 / 18 м²,ул. Берковецкая,6
81 000 $,2 комнаты,1558 $ за м²,25 из 25,год постройки2015,монолитно-каркасные,52 / 32 / 10 м²,ул. Драгоманова, 2а
750 000 $,5 комнат,3024 $ за м²,8 из 9,год постройки2002,монолитно-каркасные,248 / 150 / 48 м²,ул. Хмельницкого,80
84 950 $,1 комната,1634 $ за м²,7 из 25,год постройки2016,монолитно-каркасные,52 / 41 / 10 м²,ул. Драгоманова,2
190 000 $,2 комнаты,2568 $ за м²,23 из 25,год постройки2019,монолитно-каркасные,74 / 40 / 25 м²,ул.  Сверстюка (Марины Расковой),6
85 000 $,1 комната,787 $ за м²,3 из 3,*** not found ,<span>28 октября 2020 г.</span>,108 / - / 17 м²,ул. Лысянская,
211 000 $,2 комнаты,1899 $ за м²,17 из 25,*** not found ,кирпичные,111.1 / 50.6 / 24.3 м²,ул. Антоновича (Горького),
136 279 $,1 комната,1100 $ за м²,14 из 15,год постройки2019,*** not found ,123.89 / 84 / 13 м²,ул. Максимовича (Онуфрия Трутенко),
71 000 $,1 комната,1291 $ за м²,23 из 26,*** not found ,<span>2 ноября 2020 г.</span>,55 / 16 / 16 м²,Днепровская наб.,
95 000 $,3 комнаты,1418 $ за м²,3 из 9,год постройки1975,панельные,67 / 40 / 8 м²,ул. Васильковская,2
120 000 $,2 комнаты,1714 $ за м²,24 из 25,год постройки2017,монолитно-каркасные,70 / 45 / 20 м²,ул. Панельная, 4а
335 000 $,2 комнаты,3807 $ за м²,15 из 19,год постройки2010,монолитно-каркасные,88 / 48 / 24 м²,ул. Драгомирова,3
38 500 $,1 комната,1604 $ за м²,6 из 9,год постройки1977,*** not found ,24 / 16 / 8 м²,ул. Выборгская, 55/13
47 000 $,1 комната,1098 $ за м²,15 из 25,год постройки2019,монолитно-каркасные,42.8 / - / 9 м²,ул. Гулака,
105 000 $,3 комнаты,1092 $ за м²,9 из 26,*** not found ,<span>4 февраля</span>,96.19 / 47.06 / 15.88 м²,ул. Маланюка (Степана Сагайдака),
163 000 $,1 комната,3543 $ за м²,20 из 24,год постройки2019,монолитно-каркасные,46 / 17 / 13 м²,ул. Антоновича (Горького),44
1 500 000 $,4 комнаты,6000 $ за м²,20 из 21,год постройки2013,монолитно-каркасные,250 м²,ул. Болсуновская (Сергея Струтинского),2
49 000 $,1 комната,1324 $ за м²,18 из 25,год постройки2018,монолитно-каркасные,37 / 15 / 12 м²,ул. Каховская,60
100 000 $,1 комната,1961 $ за м²,8 из 22,год постройки2019,монолитно-каркасные,51 м²,ул. Осокорская, 2а
130 000 $,2 комнаты,2131 $ за м²,24 из 25,год постройки2018,монолитно-каркасные,61 / 12 / 27 м²,ул. Липковского (Урицкого), 37б
2 688 000 грн,3 комнаты,24 436 грн за м²,23 из 24,год постройки2009,монолитно-каркасные,110 / 70.5 / 11.1 м²,ул. Срибнокильская, 3в
52 600 $,3 комнаты,822 $ за м²,4 из 5,*** not found ,*** not found ,64 / 43 / 8.2 м²,бульв. Гавела (Ивана Лепсе),
39 000 $,2 комнаты,1215 $ за м²,1 из 5,год постройки1961,кирпичные,32.1 / 21.6 / 4.9 м²,ул. Телиги, 7б
110 000 $,3 комнаты,1000 $ за м²,13 из 18,год постройки2003,монолитно-каркасные,110 / 52 / 13 м²,ул. Ахматовой,31
135 000 $,2 комнаты,2647 $ за м²,23 из 34,год постройки2018,монолитно-каркасные,51 м²,просп. Победы (Брест-Литовский), 5в
139 860 $,2 комнаты,1998 $ за м²,14 из 24,год постройки2008,монолитно-каркасные,70 / 40 / 20 м²,ул. Саксаганского,121
70 000 $,2 комнаты,1556 $ за м²,4 из 9,год постройки1967,*** not found ,45 / 29 / 8 м²,бульв. Украинки, 16а
95 000 $,2 комнаты,1280 $ за м²,4 из 10,год постройки2017,кирпичные,74.2 / 40 / 21.1 м²,ул. Радистов, 34г
155 000 $,2 комнаты,2214 $ за м²,1,год постройки1936,кирпичные,70 / 35 / 8 м²,ул. Лысенко,8
56 850 $,1 комната,1384 $ за м²,13 из 19,*** not found ,<span>вчера в 21:10</span>,41.08 / 18 / 15 м²,ул. Максимовича (Онуфрия Трутенко),
140 000 $,3 комнаты,1750 $ за м²,9 из 25,год постройки2010,монолитно-каркасные,80 / 47 / 9 м²,просп. Победы (Брест-Литовский), 121б
110 000 $,2 комнаты,2750 $ за м²,15 из 26,год постройки2019,монолитно-каркасные,40 / 28 / 9 м²,Днепровская наб., 16г
145 000 $,2 комнаты,2685 $ за м²,18 из 24,год постройки2013,монолитно-каркасные,54 / 14 / 20 м²,ул. Коновальца (Щорса), 44а
280 000 $,3 комнаты,2857 $ за м²,22 из 23,год постройки2012,монолитно-каркасные,98 / 58 / 30 м²,Днепровская наб.,14
270 000 $,5 комнат,1459 $ за м²,17 из 20,*** not found ,*** not found ,185 / 90 / 18 м²,ул. Златоустовская,
50 500 $,1 комната,1036 $ за м²,11 из 26,*** not found ,<span>12 февраля</span>,48.75 / 14.61 / 18.47 м²,ул. Северо-Сырецкая,
39 000 $,2 комнаты,534 $ за м²,3 из 5,*** not found ,<span>20 сентября 2020 г.</span>,73 / - / 22 м²,ул. Дьяченко,
490 000 $,3 комнаты,4455 $ за м²,11 из 25,год постройки2013,монолитно-каркасные,110 м²,ул. Драгомирова, 20а
34 988 $,1 комната,875 $ за м²,4 из 11,*** not found ,<span>16 декабря 2019 г.</span>,40 / 16 / 12 м²,ул. Лобачевского,
311 000 $,5 комнат,1885 $ за м²,4 из 15,год постройки2009,монолитно-каркасные,165 м²,ул. Толстого,39
65 000 $,3 комнаты,878 $ за м²,3 из 9,год постройки1985,утепленная панель,74 / 41 / - м²,ул. Вербицкого,24
169 000 $,2 комнаты,2965 $ за м²,7 из 24,год постройки2018,монолитно-каркасные,57 / 11 / 36 м²,ул. И. Павла ІІ (Патриса Лумумбы),11
70 000 $,3 комнаты,1000 $ за м²,1 из 9,год постройки1989,утепленная панель,70 / 41 / 7.18 м²,ул. Бережанская, 16а
103 000 $,3 комнаты,1188 $ за м²,23 из 25,год постройки2019,монолитно-каркасные,86.72 м²,ул.  Сверстюка (Марины Расковой),6
140 000 $,3 комнаты,1795 $ за м²,9 из 14,год постройки1998,кирпичные,78 м²,просп. Героев Сталинграда,20
116 500 $,1 комната,1985 $ за м²,15 из 22,год постройки2013,монолитно-каркасные,58.7 / 16 / 23 м²,просп. Победы (Брест-Литовский),42
107 000 $,3 комнаты,1163 $ за м²,18 из 26,год постройки2008,монолитно-каркасные,92 / 49 / 14 м²,ул. Львовская,22
77 000 $,1 комната,1426 $ за м²,16 из 24,год постройки2015,монолитно-каркасные,54 / 22 / 11 м²,ул. Драгоманова, 2б
165 000 $,3 комнаты,1941 $ за м²,7 из 16,год постройки2019,монолитно-каркасные,85 / 40 / 30 м²,просп. Победы (Брест-Литовский), 67к2
450 000 $,10 комнат,1286 $ за м²,25 из 25,*** not found ,*** not found ,350 / 300 / 50 м²,ул. Здолбуновская,
195 000 $,3 комнаты,2434 $ за м²,25 из 34,год постройки2018,монолитно-каркасные,80.1 / 42.5 / 11.5 м²,просп. Победы (Брест-Литовский), 5в
480 000 $,4 комнаты,2824 $ за м²,7 из 12,год постройки2006,монолитно-каркасные,170 м²,ул. Антоновича (Горького),72
120 000 $,2 комнаты,2500 $ за м²,9 из 9,год постройки1972,кирпичные,48 м²,бульв. Украинки,24
58 000 $,2 комнаты,1055 $ за м²,1 из 9,год постройки1976,панельные,55 / 21.7 / 11 м²,ул. Наумова,27
1 500 000 $,4 комнаты,6522 $ за м²,2 из 5,год постройки1914,кирпичные,230 / 115 / 31 м²,ул. Богомольца,5
345 700 $,3 комнаты,2220 $ за м²,8 из 11,*** not found ,<span>3 февраля</span>,155.72 / 95 / 40 м²,ул. Бойчука (Киквидзе),
126 000 $,2 комнаты,1544 $ за м²,4 из 25,*** not found ,монолитно-каркасные,81.6 / 37 / 17 м²,ул. Бойчука (Киквидзе),
158 000 $,2 комнаты,1732 $ за м²,24 из 25,год постройки2008,монолитно-каркасные,91.2 / 41 / 16.6 м²,ул. Голосеевская, 13б
206 315 $,3 комнаты,1715 $ за м²,13 из 16,год постройки2017,монолитно-каркасные,120.3 / 62.6 / 18.4 м²,ул. Малевича (Василия Боженко),48
33 000 $,1 комната,1138 $ за м²,4 из 9,год постройки1973,кирпичные,29 м²,ул. Семьи Идзиковских (Михаила Мишина),17
250 000 $,2 комнаты,3731 $ за м²,2 из 6,год постройки1956,кирпичные,67 м²,ул. Владимирская,19
63 500 $,2 комнаты,882 $ за м²,18 из 25,год постройки2020,панельные,72 / 36 / 12 м²,Балтийский пер.,
2 100 000 грн,2 комнаты,38 182 грн за м²,6 из 9,год постройки1981,кирпичные,55 / 12.9 / 24.7 м²,ул. Феодосийская,4
1 180 000 грн,1 комната,24 979 грн за м²,17 из 26,*** not found ,<span>15 июля 2020 г.</span>,47.24 / - / 16 м²,ул. Кибальчича,
42 000 $,1 комната,852 $ за м²,11 из 25,*** not found ,*** not found ,49.31 / 18 / 10 м²,ул. Ревуцкого,
146 000 $,2 комнаты,2355 $ за м²,9 из 24,*** not found ,<span>18 февраля</span>,62 / - / 13 м²,ул. Предславинская,
299 000 $,3 комнаты,2300 $ за м²,23 из 25,год постройки2005,монолитно-каркасные,130 / 86 / 13 м²,ул. Коновальца (Щорса), 32г
141 000 $,3 комнаты,2104 $ за м²,4 из 4,год постройки1940,кирпичные,67 / 42 / 10 м²,ул. Антоновича (Горького),123
41 000 $,1 комната,976 $ за м²,15 из 26,*** not found ,*** not found ,42 / 17 / 10 м²,Машиностроительный пер.,
115 000 $,3 комнаты,1554 $ за м²,6 из 12,год постройки1976,кирпичные,74 / 40 / 11 м²,ул. Гаврилишина (Ванды Василевской),4
81 000 $,3 комнаты,920 $ за м²,21 из 22,год постройки2018,кирпичные,88 / 55 / 10 м²,Харьковское ш.,190
103 950 $,1 комната,2121 $ за м²,10 из 19,год постройки2010,монолитно-каркасные,49 / 22 / 14 м²,ул. Ломоносова, 75а
1 468 067 грн,1 комната,34 954 грн за м²,8 из 25,год постройки2022,<span>9 декабря 2020 г.</span>,42 / 20 / 14 м²,ул.  Сверстюка (Марины Расковой),
68 000 $,1 комната,1388 $ за м²,10 из 16,год постройки2006,утепленная панель,49 м²,ул. Гонгадзе (Машиностроительная), 21а
80 000 $,2 комнаты,1455 $ за м²,5 из 8,год постройки1957,кирпичные,55 / 28 / 8 м²,просп. Воздухофлотский,34
112 000 $,1 комната,2667 $ за м²,6 из 25,год постройки2019,монолитно-каркасные,42 / 16.2 / 11.3 м²,ул. Маккейна (Ивана Кудри),1
319 000 $,3 комнаты,2246 $ за м²,4 из 18,год постройки2004,монолитно-каркасные,142 / 78 / 18 м²,ул. Старонаводницкая, 4в
98 000 $,1 комната,1960 $ за м²,3 из 10,год постройки2016,монолитно-каркасные,50 / - / 12 м²,ул. Практичная,2
50 000 $,1 комната,1562 $ за м²,9 из 9,год постройки1977,панельные,32 / 17 / 7 м²,просп. Оболонский,37
49 990 $,1 комната,1136 $ за м²,24 из 26,*** not found ,*** not found ,44 / 16 / 14 м²,ул. Причальная,
89 500 $,2 комнаты,1721 $ за м²,5 из 9,год постройки1973,кирпичные,52 / 30 / 7 м²,ул. Никольско-Ботаническая, 6/8
350 000 $,3 комнаты,2244 $ за м²,9 из 11,*** not found ,*** not found ,156 / 81 / 20 м²,ул. Бойчука (Киквидзе),
210 000 $,2 комнаты,1707 $ за м²,17 из 24,*** not found ,*** not found ,123 / 60 / 30 м²,ул. Глубочицкая,
345 000 $,3 комнаты,2091 $ за м²,17 из 24,год постройки2015,монолитно-каркасные,165 / 77 / 40 м²,ул. Драгомирова, 2а
90 000 $,1 комната,1364 $ за м²,20 из 20,год постройки2018,монолитно-каркасные,66 / 32 / 13.6 м²,ул. Глубочицкая,13
170 000 $,3 комнаты,2068 $ за м²,4 из 5,год постройки1910,кирпичные,82.2 / 43.2 / 26.9 м²,ул. Большая Васильковская (Красноармейская),43
110 000 $,1 комната,2683 $ за м²,22 из 25,*** not found ,<span>8 августа 2020 г.</span>,41 / 23 / 6 м²,ул. Тимошенко,
59 000 $,2 комнаты,1405 $ за м²,3 из 9,год постройки1967,*** not found ,42 / 28 / 6.5 м²,ул. Энтузиастов,39
145 000 $,3 комнаты,2377 $ за м²,1 из 9,год постройки1972,кирпичные,61 / 41 / 5 м²,Ипсилантиевский (Аистова) пер.,3
79 000 $,2 комнаты,988 $ за м²,28 из 28,год постройки2010,монолитно-каркасные,80 / 30 / 20 м²,ул. Туманяна, 15а
375 000 $,3 комнаты,3151 $ за м²,*** not found ,*** not found ,монолитно-каркасные,119 м²,ул. Драгомирова,7
122 000 $,1 комната,2302 $ за м²,5 из 12,год постройки2013,монолитно-каркасные,53 м²,ул. Черновола (Косиора),27
255 000 $,2 комнаты,4048 $ за м²,12 из 19,год постройки2013,монолитно-каркасные,63 м²,ул. Болсуновская (Сергея Струтинского),2
85 000 $,2 комнаты,1977 $ за м²,5 из 5,год постройки1961,кирпичные,43 м²,ул. Подвысоцкого,3
240 800 $,2 комнаты,2800 $ за м²,8 из 27,год постройки2017,монолитно-каркасные,86 / 43 / 22 м²,просп. Оболонский,26
455 000 $,3 комнаты,3792 $ за м²,*** not found ,*** not found ,монолитно-каркасные,120 м²,ул. Драгомирова,20
165 000 $,3 комнаты,1528 $ за м²,7 из 10,год постройки2005,кирпичные,108 / 56 / 13 м²,ул. Котельникова,37
100 000 $,3 комнаты,1064 $ за м²,3 из 25,год постройки2017,*** not found ,94 / 57 / 15 м²,ул. Нижнеключевая,
195 000 $,3 комнаты,1696 $ за м²,20 из 24,год постройки2007,монолитно-каркасные,115 / 51.7 / 16 м²,Днепровская наб., 19в
41 000 $,1 комната,1131 $ за м²,14 из 26,*** not found ,*** not found ,36.25 / 15 / 11.9 м²,ул. Радченко,
70 000 $,2 комнаты,1273 $ за м²,2 из 3,год постройки1955,кирпичные,55 / 26.7 / 6.7 м²,ул. Ясногорская,28
71 400 $,2 комнаты,1152 $ за м²,13 из 26,год постройки2020,*** not found ,62 / 34 / 13 м²,ул. Каховская,
3 711 865 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,53 м²,ЖК Washington Concept House,
60 000 $,3 комнаты,1237 $ за м²,3 из 3,*** not found ,<span>6 декабря 2019 г.</span>,48.5 / 33.2 / 6.1 м²,ул. Дмитриевская,
240 000 $,3 комнаты,1967 $ за м²,22 из 30,год постройки2013,монолитно-каркасные,122 / 62 / 35 м²,ул. Оболонская набережная, 1к1
260 000 $,3 комнаты,2889 $ за м²,4 из 14,год постройки2013,монолитно-каркасные,90 / 53 / 15 м²,ул. Черновола (Косиора), 29а
127 000 $,2 комнаты,2309 $ за м²,7 из 9,год постройки1977,панельные,55 / 33 / 8 м²,бульв. Дружбы Народов,3
40 000 $,1 комната,1000 $ за м²,11 из 16,*** not found ,*** not found ,40 / 15 / 12 м²,ул. Метрологическая,
1 796 439 грн,1 комната,*** not found ,*** not found ,*** not found ,*** not found ,46 м²,ЖК Forward,
3 400 000 $,5 комнат,10 000 $ за м²,*** not found ,*** not found ,монолитно-каркасные,340 м²,ул. Коновальца (Щорса), 26а
44 500 $,1 комната,1085 $ за м²,2 из 25,*** not found ,<span>22 декабря 2020 г.</span>,41 / 16 / 15 м²,Надднепрянское ш.,
125 000 $,2 комнаты,2660 $ за м²,3 из 5,год постройки1954,кирпичные,47 / 27 / 7 м²,Никольский (Январский) пер.,9
51 000 $,3 комнаты,927 $ за м²,9 из 9,год постройки1972,*** not found ,55 / 35 / 6 м²,ул. Коласа,11
1 707 790 грн,2 комнаты,*** not found ,*** not found ,*** not found ,*** not found ,79 м²,ЖК Dibrova Park,
65 000 $,2 комнаты,1000 $ за м²,7 из 20,год постройки2018,монолитно-каркасные,65 / 34.21 / 10.34 м²,бульв. Вернадского,24
